ID,Name,HOF,FY,LY,SP,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP
moonwa01,"Moon, Wally",N,1954,1965,12,OF,0.17,1457,4843,737,1399,212,60,142,661,89,68,644,591,56,13,31,35,121,272,733,289,445,371
moorech02,"Moore, Charlie",N,1973,1987,15,C,0,1334,4033,456,1052,187,43,36,408,51,57,346,470,12,11,71,21,104,230,397,261,355,319
moralje01,"Morales, Jerry",N,1969,1983,15,OF,0.07,1441,4528,516,1173,199,36,95,570,37,57,366,567,33,14,20,56,124,235,403,259,382,313
moranmi01,"Morandini, Mickey",N,1990,2000,11,2B,0.09,1298,4558,597,1222,209,54,32,351,123,45,437,714,19,56,61,23,94,263,560,268,359,338
mordemi01,"Mordecai, Mike",N,1994,2005,12,3B,0,793,1362,157,333,75,7,24,132,13,13,112,261,9,5,25,8,19,82,125,244,363,303
morelke01,"Moreland, Keith",N,1978,1989,12,OF,0,1306,4581,511,1279,214,14,121,674,28,33,405,515,56,13,18,65,140,228,433,279,411,335
morenom01,"Moreno, Omar",N,1975,1986,12,OF,0,1382,4992,699,1257,171,87,37,386,487,182,387,885,41,17,52,33,45,258,874,252,343,306
morgajo02,"Morgan, Joe",Y,1963,1984,22,2B,0.45,2649,9277,1650,2517,449,96,268,1133,689,162,1865,1015,76,40,51,96,105,545,2554,271,427,392
morriha02,"Morris, Hal",N,1988,2000,13,1B,0,1246,3998,535,1216,246,21,76,513,45,24,356,548,55,22,28,39,105,267,401,304,433,361
morriji01,"Morrison, Jim",N,1977,1988,12,3B,0,1089,3375,371,876,170,16,112,435,50,37,213,521,15,25,43,39,77,186,263,260,419,305
mosebll01,"Moseby, Lloyd",N,1980,1991,12,OF,0.08,1588,5815,869,1494,273,66,169,737,280,92,616,1135,46,58,40,45,105,339,896,257,414,332
mosesjo01,"Moses, John",N,1982,1992,11,OF,0,769,1723,247,438,69,17,11,145,101,57,143,226,9,10,22,12,33,86,244,254,333,313
motama01,"Mota, Manny",N,1962,1982,20,OF,0.05,1536,3779,496,1149,125,52,31,438,50,42,289,320,43,28,95,36,99,177,339,304,389,355
muellbi02,"Mueller, Bill",N,1996,2006,11,3B,0,1216,4223,663,1229,265,22,85,493,20,18,543,571,17,35,37,48,105,287,563,291,425,373
mullira01,"Mulliniks, Rance",N,1977,1992,16,3B,0,1325,3569,445,972,226,17,73,435,15,12,460,555,28,7,21,32,105,243,475,272,407,354
mumphje01,"Mumphrey, Jerry",N,1974,1988,15,OF,0.07,1585,4993,660,1442,217,55,70,575,174,80,478,688,49,4,29,41,108,272,652,289,396,349
munsoth01,"Munson, Thurman",N,1969,1979,11,C,0.64,1423,5344,696,1558,229,32,113,701,48,50,438,571,59,42,21,58,160,261,486,292,410,346
murcebo01,"Murcer, Bobby",N,1965,1983,17,OF,0.29,1908,6730,972,1862,285,45,252,1043,127,75,862,841,96,27,18,81,124,330,989,277,445,357
murphda05,"Murphy, Dale",N,1976,1993,18,OF,0.39,2180,7960,1197,2111,350,39,398,1266,161,68,986,1748,159,28,6,60,209,389,1147,265,469,346
murphdw01,"Murphy, Dwayne",N,1978,1989,12,OF,0,1360,4347,648,1069,139,20,166,609,100,61,747,953,39,19,84,45,92,159,847,246,402,356
murraed02,"Murray, Eddie",Y,1977,1997,21,1B,0.38,3026,11336,1627,3255,560,35,504,1917,110,43,1333,1516,222,18,2,128,316,595,1443,287,476,359
murreiv01,"Murrell, Ivan",N,1963,1974,10,OF,0,564,1306,126,308,41,15,33,123,20,13,44,342,9,9,8,5,27,56,64,236,366,265
musiast01,"Musial, Stan",Y,1941,1963,22,OF,0.91,3026,10972,1949,3630,725,177,475,1951,78,31,1599,696,127,53,35,53,243,902,1677,331,559,417
myersgr01,"Myers, Greg",N,1987,2005,18,C,0,1108,3042,333,776,150,7,87,396,3,12,268,539,28,3,12,27,106,157,271,255,395,313
naragha01,"Naragon, Hal",N,1951,1962,10,C,0,424,985,83,262,27,11,6,87,1,1,76,62,6,7,12,8,23,38,77,266,334,321
nelsoda01,"Nelson, Dave",N,1968,1977,10,2B,0.1,813,2578,340,630,77,19,20,211,187,73,220,392,10,13,48,16,51,96,407,244,312,305
nettlgr01,"Nettles, Graig",N,1967,1988,22,3B,0.27,2700,8986,1193,2225,328,28,390,1314,32,36,1088,1209,94,50,12,90,197,356,1120,248,421,329
nevinph01,"Nevin, Phil",N,1995,2006,12,3B,0.08,1217,4188,584,1131,209,6,208,743,18,5,449,1019,30,30,3,33,112,215,467,270,472,343
niemabo01,"Nieman, Bob",N,1951,1962,12,OF,0,1113,3452,455,1018,180,32,125,544,10,30,435,512,18,9,26,25,104,212,445,295,474,373
nixonot01,"Nixon, Otis",N,1983,1999,17,OF,0,1709,5115,878,1379,142,27,11,318,620,186,585,694,10,5,67,28,72,169,1205,270,314,343
nixonru01,"Nixon, Russ",N,1957,1968,12,C,0,906,2504,215,670,115,19,27,266,0,7,154,279,38,11,19,26,83,134,154,268,361,310
nixontr01,"Nixon, Trot",N,1996,2008,12,OF,0,1092,3627,579,995,222,28,137,555,30,13,504,689,23,31,17,45,65,250,534,274,464,364
nokesma01,"Nokes, Matt",N,1985,1995,11,C,0.09,902,2735,310,695,96,4,136,422,8,7,200,395,32,26,10,26,72,100,208,254,441,308
nolanjo01,"Nolan, Joe",N,1972,1985,11,C,0,621,1454,156,382,66,10,27,178,7,8,164,183,22,7,5,19,32,76,171,263,378,336
northbi01,"North, Bill",N,1971,1981,11,OF,0,1169,3900,640,1016,120,31,20,230,395,162,627,665,28,25,55,14,50,151,1022,261,323,365
northji01,"Northrup, Jim",N,1964,1975,12,OF,0,1392,4692,603,1254,218,42,153,610,39,38,449,635,50,30,15,29,128,260,488,267,429,333
nunezab01,"Nunez, Abraham",N,1997,2008,12,3B,0,1030,2486,286,601,88,19,18,209,38,16,250,447,21,11,50,7,49,107,288,242,314,313
oatesjo01,"Oates, Johnny",N,1970,1981,11,C,0,593,1637,146,410,56,2,14,126,11,19,141,149,38,2,29,11,32,58,152,250,313,309
oberkke01,"Oberkfell, Ken",N,1977,1992,16,3B,0,1602,4874,558,1354,237,44,29,446,62,47,546,356,68,23,43,42,112,281,608,278,362,351
obriech01,"O'Brien, Charlie",N,1985,2000,15,C,0,800,2232,216,493,119,4,56,261,1,10,209,354,14,60,41,18,62,123,210,221,353,303
obriepe03,"O'Brien, Pete",N,1982,1993,12,1B,0,1567,5437,654,1421,254,21,169,736,24,34,641,563,77,7,15,68,133,275,665,261,409,336
oconnda02,"O'Connell, Danny",N,1950,1962,10,2B,0,1143,4035,527,1049,181,35,39,320,48,22,431,396,3,22,89,19,75,216,479,260,351,333
oestero01,"Oester, Ron",N,1978,1990,13,2B,0,1276,4214,458,1118,190,33,42,344,40,26,369,681,93,4,51,27,116,223,409,265,356,323
offerjo01,"Offerman, Jose",N,1990,2005,15,SS,0.13,1651,5681,840,1551,252,72,57,537,172,100,772,914,34,18,73,38,100,324,944,273,373,360
officro01,"Office, Rowland",N,1972,1983,11,OF,0,899,2413,259,626,101,11,32,242,27,30,189,311,15,16,23,20,52,112,216,259,350,315
oglivbe01,"Oglivie, Ben",N,1971,1986,16,OF,0.19,1754,5913,784,1615,277,33,235,901,87,70,560,852,105,35,21,69,122,310,647,273,450,336
oleartr01,"O'Leary, Troy",N,1993,2003,11,OF,0,1198,4010,547,1100,234,40,127,591,17,22,334,661,31,28,13,33,108,274,351,274,448,332
olerujo01,"Olerud, John",N,1989,2005,17,1B,0.12,2234,7592,1139,2239,500,13,255,1230,11,14,1275,1016,157,88,12,96,232,513,1286,295,465,398
olivato01,"Oliva, Tony",N,1962,1976,15,OF,0.53,1676,6301,870,1917,329,48,220,947,86,55,448,645,131,59,14,57,139,377,534,304,476,353
oliveal01,"Oliver, Al",N,1968,1985,18,OF,0.39,2368,9049,1189,2743,529,77,219,1326,84,64,535,756,119,82,17,95,254,606,619,303,451,344
olivege01,"Oliver, Gene",N,1959,1969,10,C,0,786,2216,268,546,111,5,93,320,24,21,215,420,22,15,5,16,62,116,239,246,427,315
olivejo01,"Oliver, Joe",N,1989,2001,13,C,0,1076,3367,320,831,174,3,102,476,13,13,248,637,52,15,34,34,93,177,261,247,391,299
oneilpa01,"O'Neill, Paul",N,1985,2001,17,OF,0.29,2053,7318,1041,2105,451,21,281,1269,141,73,892,1166,107,22,7,90,221,472,1033,288,470,363
oquenjo01,"Oquendo, Jose",N,1983,1995,12,2B,0,1190,3202,339,821,104,24,14,254,35,33,448,376,58,5,50,32,65,128,483,256,317,346
orsuljo01,"Orsulak, Joe",N,1983,1997,14,OF,0,1494,4293,559,1173,186,37,57,405,93,60,318,402,34,23,44,36,69,223,411,273,374,324
ortajo01,"Orta, Jorge",N,1972,1987,16,2B,0.12,1755,5829,733,1619,267,63,130,745,79,60,500,715,46,29,33,67,125,330,579,278,412,334
ortizju01,"Ortiz, Junior",N,1982,1994,13,C,0,749,1894,142,484,71,4,5,186,8,18,121,222,7,18,26,12,58,75,129,256,305,305
osikke01,"Osik, Keith",N,1996,2005,10,C,0,456,1123,96,259,55,4,13,108,6,4,111,202,4,17,9,5,29,59,117,231,321,308
otisam01,"Otis, Amos",N,1967,1984,17,OF,0.29,1998,7299,1092,2020,374,66,193,1007,341,93,757,1008,53,33,54,103,158,440,1098,277,425,343
owensp01,"Owen, Spike",N,1983,1995,13,SS,0,1544,4930,587,1211,215,59,46,439,82,62,569,519,57,15,67,34,96,274,651,246,341,324
pacioto01,"Paciorek, Tom",N,1970,1987,18,OF,0.06,1392,4121,494,1162,232,30,86,503,55,38,245,704,25,38,22,39,92,262,300,282,415,325
paganjo01,"Pagan, Jose",N,1959,1973,15,SS,0,1326,3689,387,922,138,26,52,372,46,35,244,510,43,22,39,38,81,164,290,250,344,298
pagliji01,"Pagliaroni, Jim",N,1955,1969,11,C,0,849,2465,269,622,98,7,90,326,4,7,330,494,39,25,14,19,61,105,334,252,407,344
paglimi01,"Pagliarulo, Mike",N,1984,1995,11,3B,0,1246,3901,462,942,206,18,134,505,18,16,343,785,46,29,16,28,79,224,361,241,407,306
pagnoto01,"Pagnozzi, Tom",N,1987,1998,12,C,0.08,927,2896,247,733,153,11,44,320,18,21,189,450,34,11,21,25,71,164,207,253,359,299
palmede01,"Palmer, Dean",N,1989,2003,14,3B,0.07,1357,4902,734,1229,231,15,275,849,48,31,502,1332,21,54,4,51,95,246,550,251,472,324
palmeor01,"Palmeiro, Orlando",N,1995,2007,13,OF,0,1206,2335,306,640,113,14,12,226,37,28,265,230,13,25,56,24,35,127,302,274,350,351
paquecr01,"Paquette, Craig",N,1993,2003,11,3B,0,814,2591,304,620,128,10,99,377,27,13,120,620,6,12,17,26,70,138,147,239,411,274
parenma01,"Parent, Mark",N,1986,1998,13,C,0,474,1303,112,279,50,0,53,168,3,3,98,319,8,2,12,13,28,50,101,214,375,268
parkeda01,"Parker, Dave",N,1973,1991,19,OF,0.37,2466,9358,1272,2712,526,75,339,1493,154,113,683,1537,170,56,1,86,209,601,837,290,471,339
parrila01,"Parrish, Larry",N,1974,1988,15,3B,0.13,1891,6792,850,1789,360,33,256,992,30,36,529,1359,79,42,31,56,187,393,559,263,439,318
parrila02,"Parrish, Lance",N,1977,1995,19,C,0.42,1988,7067,856,1782,305,27,324,1070,28,37,612,1527,62,37,23,58,197,332,640,252,440,313
pasquda01,"Pasqua, Dan",N,1985,1994,10,OF,0,905,2620,341,638,129,15,117,390,7,10,335,642,29,15,9,21,43,144,342,244,438,330
patekfr01,"Patek, Freddie",N,1968,1981,14,SS,0.21,1650,5530,736,1340,216,55,41,490,385,131,523,787,33,31,119,43,92,271,908,242,324,309
pavledo01,"Pavletich, Don",N,1957,1971,12,C,0,536,1373,163,349,73,8,46,193,5,2,148,237,26,8,6,11,38,81,153,254,420,328
penato01,"Pena, Tony",N,1980,1997,18,C,0.28,1988,6489,667,1687,298,27,107,708,80,63,455,846,72,23,68,38,234,325,535,260,364,309
pendlte01,"Pendleton, Terry",N,1984,1998,15,3B,0.07,1893,7032,851,1897,356,39,140,946,127,59,486,979,77,15,37,67,178,395,613,270,391,316
pepitjo01,"Pepitone, Joe",N,1962,1973,12,1B,0.25,1397,5097,606,1315,158,35,219,721,41,32,302,526,73,28,14,35,124,193,343,258,432,301
perezed01,"Perez, Eduardo",N,1993,2006,13,1B,0,754,1800,238,445,88,3,79,294,19,13,194,393,8,24,6,15,53,91,213,247,431,326
perezed02,"Perez, Eddie",N,1995,2005,11,C,0,564,1525,137,386,85,2,40,172,1,4,84,234,8,15,17,10,54,87,85,253,390,297
perezma01,"Perez, Marty",N,1969,1978,10,SS,0,931,3131,313,771,108,22,22,241,11,17,245,369,10,10,56,20,100,130,256,246,316,301
perezne01,"Perez, Neifi",N,1996,2007,12,SS,0,1403,5127,640,1370,238,61,64,489,57,45,231,503,24,7,99,46,93,299,288,267,375,297
perezto01,"Perez, Tony",Y,1964,1986,23,1B,0.3,2777,9778,1272,2732,505,79,379,1652,49,33,925,1867,150,43,9,106,268,584,974,279,463,341
perezto03,"Perez, Tomas",N,1995,2008,12,2B,0,789,1896,205,455,96,13,24,180,6,7,131,341,24,8,28,11,47,109,137,240,342,290
perryge01,"Perry, Gerald",N,1983,1995,13,1B,0.08,1193,3144,383,832,150,11,59,396,142,75,328,374,34,11,7,37,91,161,470,265,376,333
petrage01,"Petralli, Geno",N,1982,1993,12,C,0,809,1874,184,501,83,9,24,192,8,6,216,263,17,10,16,15,62,92,224,267,360,344
petrori01,"Petrocelli, Rico",N,1963,1976,13,SS,0.15,1553,5390,653,1352,237,22,210,773,10,22,661,926,61,26,36,57,127,259,671,251,420,332
pettiga01,"Pettis, Gary",N,1982,1992,11,OF,0,1183,3629,568,855,109,49,21,259,354,104,521,958,3,9,65,13,55,158,875,236,310,332
phillbu02,"Phillips, Bubba",N,1955,1964,10,3B,0,1062,3278,348,835,135,8,62,356,25,11,182,314,24,31,38,35,81,143,207,255,358,297
phillda01,"Philley, Dave",N,1941,1962,18,OF,0,1904,6296,789,1700,276,72,84,729,101,63,594,551,14,17,71,22,190,348,695,270,377,334
phillmi01,"Phillips, Mike",N,1973,1983,11,SS,0,712,1719,166,412,46,24,11,145,12,12,124,234,19,9,10,20,41,70,136,240,314,291
phillto02,"Phillips, Tony",N,1982,1999,18,OF,0,2161,7617,1300,2023,360,50,160,819,177,114,1319,1499,44,42,69,63,127,410,1496,266,389,374
piersji01,"Piersall, Jim",N,1950,1967,17,OF,0.12,1734,5890,811,1604,256,52,104,591,115,57,524,583,23,25,104,48,161,308,639,272,386,332
pinielo01,"Piniella, Lou",N,1964,1984,18,OF,0.06,1747,5867,651,1705,305,41,102,766,32,41,368,541,82,31,35,61,209,346,400,291,409,333
pinsova01,"Pinson, Vada",N,1958,1975,18,OF,0.11,2469,9645,1366,2757,485,127,256,1170,305,122,574,1196,69,54,52,78,164,612,879,286,442,327
plummbi01,"Plummer, Bill",N,1968,1978,10,C,0,367,892,72,168,37,1,14,82,4,3,95,191,10,4,6,10,22,38,99,188,279,267
pocorbi01,"Pocoroba, Biff",N,1975,1984,10,C,0.1,596,1457,132,374,71,2,21,172,6,8,182,109,33,6,16,13,51,73,188,257,351,339
polonlu01,"Polonia, Luis",N,1987,2000,12,OF,0,1379,4840,728,1417,189,70,36,405,321,145,369,543,23,15,37,35,91,259,690,293,383,342
popovpa01,"Popovich, Paul",N,1964,1975,11,2B,0,682,1732,176,403,42,9,14,134,4,10,127,151,14,8,25,17,38,51,131,233,292,286
porteda02,"Porter, Darrell",N,1971,1987,17,C,0.24,1782,5539,765,1369,237,48,188,826,39,37,905,1025,106,45,18,63,102,285,944,247,409,354
postwa01,"Post, Wally",N,1949,1964,15,OF,0,1204,4007,594,1064,194,28,210,699,19,13,331,813,28,20,10,29,93,222,350,266,485,323
powelbo01,"Powell, Boog",N,1961,1977,17,1B,0.24,2042,6681,889,1776,270,11,339,1187,20,21,1001,1226,140,29,27,72,164,281,1021,266,462,361
powervi01,"Power, Vic",N,1954,1965,12,1B,0.33,1627,6046,765,1716,290,49,126,658,45,35,279,247,26,15,73,48,145,339,324,284,411,315
prattto02,"Pratt, Todd",N,1992,2006,14,C,0,662,1612,194,404,84,3,49,224,6,2,208,454,16,28,7,14,39,87,214,251,398,344
pridecu01,"Pride, Curtis",N,1993,2006,11,OF,0,421,796,132,199,39,12,20,82,29,14,85,211,2,7,8,2,17,51,114,250,405,327
princto01,"Prince, Tom",N,1987,2003,17,C,0,519,1190,113,248,66,4,24,140,9,8,105,252,6,29,21,12,36,70,114,208,331,286
pryorgr01,"Pryor, Greg",N,1976,1986,10,3B,0,789,1883,204,471,85,9,14,146,11,12,104,185,1,10,38,14,60,94,115,250,327,291
puckeki01,"Puckett, Kirby",Y,1984,1995,12,OF,0.83,1783,7244,1071,2304,414,57,207,1085,134,76,450,965,85,56,23,58,188,471,584,318,477,360
puhlte01,"Puhl, Terry",N,1977,1991,15,OF,0.07,1531,4855,676,1361,226,56,62,435,217,99,505,507,49,26,57,36,59,282,722,280,388,349
quirkja01,"Quirk, Jamie",N,1975,1992,18,C,0,984,2266,193,544,100,7,43,247,5,16,177,435,17,18,25,21,57,107,182,240,347,298
raderda01,"Rader, Dave",N,1971,1980,10,C,0,846,2405,254,619,107,12,30,235,8,4,245,180,64,11,19,22,79,119,253,257,349,326
raderdo02,"Rader, Doug",N,1967,1977,11,3B,0,1465,5186,631,1302,245,39,155,722,37,33,528,1055,51,40,27,51,142,284,565,251,403,322
raineti01,"Raines, Tim",N,1979,2002,23,OF,0.3,2502,8872,1571,2605,430,113,170,980,808,146,1330,966,148,42,39,76,142,543,2138,294,425,385
ramirra01,"Ramirez, Rafael",N,1980,1992,13,SS,0.08,1539,5494,562,1432,224,31,53,484,112,75,264,621,37,21,73,35,113,255,376,261,342,295
ramosdo01,"Ramos, Domingo",N,1978,1990,11,SS,0,507,1086,109,261,34,2,8,85,6,9,92,138,5,7,18,7,39,36,98,240,297,302
randajo01,"Randa, Joe",N,1995,2006,12,3B,0,1522,5428,697,1543,327,36,123,739,42,26,432,738,22,55,25,67,139,363,474,284,426,339
randlle01,"Randle, Lenny",N,1971,1982,12,3B,0,1138,3950,488,1016,145,40,27,322,156,112,372,505,27,15,62,28,72,185,528,257,335,321
randowi01,"Randolph, Willie",N,1975,1992,18,2B,0.33,2202,8018,1239,2210,316,65,54,687,271,94,1243,675,37,38,99,64,218,381,1514,276,351,373
rayjo01,"Ray, Johnny",N,1981,1990,10,2B,0.1,1353,5188,604,1502,294,36,53,594,80,49,353,329,39,12,48,56,126,330,433,290,391,333
readyra01,"Ready, Randy",N,1983,1995,13,2B,0,777,2110,312,547,107,21,40,239,27,15,326,276,8,12,21,19,41,128,353,259,387,359
rebouje01,"Reboulet, Jeff",N,1992,2003,12,2B,0,1018,2229,310,536,100,6,20,202,22,15,292,401,5,16,61,9,50,106,314,240,318,332
redusga01,"Redus, Gary",N,1982,1994,13,OF,0,1159,3513,591,886,183,51,90,352,322,83,481,688,21,17,14,40,38,234,803,252,410,342
reedje02,"Reed, Jeff",N,1984,2000,17,C,0,1234,3101,311,774,144,10,61,323,7,9,391,566,43,14,35,25,74,154,398,250,361,334
reedjo01,"Reed, Jody",N,1987,1997,11,2B,0,1284,4554,566,1231,263,10,27,392,40,44,542,407,29,30,89,33,118,273,582,270,350,349
reeseri01,"Reese, Rich",N,1964,1973,10,1B,0,866,2020,248,512,73,17,52,245,16,15,158,270,22,20,11,16,36,90,174,253,384,312
reichri01,"Reichardt, Rick",N,1964,1974,11,OF,0,997,3307,391,864,109,24,116,445,40,41,263,672,20,66,25,24,92,133,303,261,414,326
reitzke01,"Reitz, Ken",N,1972,1982,11,3B,0.09,1344,4777,366,1243,243,12,68,548,10,14,184,518,47,35,34,49,157,255,194,260,359,290
relafde01,"Relaford, Desi",N,1996,2007,11,SS,0,939,2939,375,714,147,19,40,308,81,28,293,497,22,50,37,28,58,166,374,243,347,319
remyje01,"Remy, Jerry",N,1975,1984,10,2B,0.1,1154,4455,605,1226,140,38,7,329,208,99,356,404,10,4,116,32,83,178,564,275,328,327
retteme01,"Rettenmund, Merv",N,1968,1980,13,OF,0,1023,2555,393,693,114,16,66,329,68,28,445,382,15,18,36,20,65,130,513,271,406,381
reynocr01,"Reynolds, Craig",N,1975,1989,15,SS,0.13,1491,4466,480,1142,143,65,42,377,58,32,227,406,34,9,124,37,49,208,285,256,345,291
reynoha01,"Reynolds, Harold",N,1983,1994,12,2B,0.17,1374,4782,640,1233,230,53,21,353,250,138,480,417,11,27,76,33,68,283,730,258,341,327
ricede01,"Rice, Del",N,1945,1961,17,C,0.06,1309,3826,342,908,177,20,79,441,2,3,382,522,23,34,63,7,103,197,384,237,356,312
riceji01,"Rice, Jim",Y,1974,1989,16,OF,0.5,2089,8225,1249,2452,373,79,382,1451,58,34,670,1423,77,64,5,94,315,452,728,298,502,352
richabo01,"Richardson, Bobby",N,1955,1966,12,2B,0.58,1412,5386,643,1432,196,37,34,390,73,48,262,243,20,7,98,30,100,233,335,266,335,299
ripkebi01,"Ripken, Billy",N,1987,1998,12,2B,0,912,2729,287,674,121,6,20,229,25,16,174,332,3,18,72,22,81,127,199,247,318,294
ripkeca01,"Ripken, Cal",Y,1981,2001,21,SS,0.9,3001,11551,1647,3184,603,44,431,1695,36,39,1129,1305,107,66,10,127,350,647,1165,276,447,340
riverji01,"Rivera, Jim",N,1952,1961,10,OF,0,1171,3552,503,911,155,56,83,422,160,70,365,523,22,23,44,24,56,211,525,256,402,328
riverlu01,"Rivera, Luis",N,1986,1998,11,SS,0,781,2215,249,516,114,12,28,209,20,22,171,443,5,14,42,11,46,126,191,233,333,291
rivermi01,"Rivers, Mickey",N,1970,1984,15,OF,0.07,1468,5629,785,1660,247,71,61,499,267,90,266,471,20,22,75,35,44,318,533,295,397,327
roberbi01,"Roberts, Bip",N,1986,1998,12,2B,0.08,1202,4147,663,1220,203,31,30,352,264,95,396,548,19,30,27,31,59,234,660,294,380,358
roberbo01,"Robertson, Bob",N,1967,1979,11,1B,0,829,2385,283,578,93,10,115,368,7,9,317,546,18,13,1,26,51,103,324,242,434,331
roberda06,"Roberts, Dave",N,1972,1982,10,3B,0,709,2017,194,483,77,7,49,208,27,8,128,361,22,8,27,9,36,84,155,239,357,286
roberda07,"Roberts, Dave",N,1999,2008,10,OF,0,832,2707,437,721,95,53,23,213,243,58,307,362,8,16,41,19,23,148,550,266,366,342
roberle01,"Roberts, Leon",N,1974,1984,11,OF,0,901,2737,342,731,126,28,78,328,26,25,256,428,16,22,23,28,65,154,282,267,419,332
robinbi02,"Robinson, Bill",N,1966,1983,16,OF,0,1472,4364,536,1127,229,29,166,641,71,49,263,820,49,16,37,49,128,258,334,258,438,300
robinbr01,"Robinson, Brooks",Y,1955,1977,23,3B,0.65,2896,10654,1232,2848,482,68,268,1357,28,22,860,990,120,53,101,114,297,550,888,267,401,322
robinfr02,"Robinson, Frank",Y,1956,1976,21,OF,0.57,2808,10006,1829,2943,528,72,586,1812,204,77,1420,1532,218,198,17,102,269,600,1624,294,537,389
rodgean01,"Rodgers, Andre",N,1957,1967,11,SS,0,854,2521,268,628,112,23,45,245,22,20,290,507,26,18,21,21,67,135,312,249,365,328
rodriau01,"Rodriguez, Aurelio",N,1967,1983,17,3B,0,2017,6611,612,1570,287,46,124,648,35,31,324,943,37,27,82,34,167,333,359,237,351,275
rodrihe02,"Rodriguez, Henry",N,1992,2002,11,OF,0.09,950,3031,389,784,176,9,160,523,10,14,276,803,33,11,2,23,53,185,286,259,481,321
roeniga01,"Roenicke, Gary",N,1976,1988,12,OF,0,1064,2708,367,670,135,4,121,410,16,20,406,428,16,41,23,26,77,139,422,247,434,351
rojasco01,"Rojas, Cookie",N,1962,1977,16,2B,0.31,1822,6309,714,1660,254,25,54,593,74,68,396,489,30,20,87,59,181,279,470,263,337,306
rolliri01,"Rollins, Rich",N,1961,1970,10,3B,0.1,1002,3303,419,887,125,20,77,399,17,10,266,410,23,39,45,22,80,145,283,269,388,328
romanjo01,"Romano, John",N,1958,1967,10,C,0.2,905,2767,355,706,112,10,129,417,7,9,414,485,27,29,13,33,69,122,421,255,443,354
romered01,"Romero, Ed",N,1977,1990,12,SS,0,730,1912,218,473,79,1,8,155,9,10,140,159,4,5,36,18,52,80,149,247,302,298
roofph01,"Roof, Phil",N,1961,1977,15,C,0,857,2151,190,463,69,13,43,210,11,10,184,504,18,23,40,6,68,82,195,215,319,283
rosebjo01,"Roseboro, John",N,1957,1970,14,C,0.29,1585,4847,512,1206,190,44,104,548,67,56,547,677,110,36,44,53,76,234,614,249,371,326
roystje01,"Royster, Jerry",N,1973,1988,16,3B,0,1428,4208,552,1049,165,33,40,352,189,95,411,534,20,11,69,33,90,198,600,249,333,315
rudijo01,"Rudi, Joe",N,1967,1982,16,OF,0.19,1547,5556,684,1468,287,39,179,810,25,15,369,870,59,35,65,51,129,326,394,264,427,311
runnepe01,"Runnels, Pete",N,1951,1964,14,1B,0.21,1799,6373,876,1854,282,64,49,630,37,51,844,627,28,28,49,34,174,346,881,291,378,375
russebi01,"Russell, Bill",N,1969,1986,18,SS,0.17,2181,7318,796,1926,293,57,46,627,167,69,483,667,106,36,132,51,174,350,650,263,338,310
russejo02,"Russell, John",N,1984,1993,10,C,0,448,1087,113,245,50,3,34,129,3,3,84,355,7,6,2,10,26,53,87,225,371,282
ryanmi02,"Ryan, Mike",N,1964,1974,11,C,0,636,1920,146,370,60,12,28,161,4,4,152,370,23,4,11,11,69,72,156,193,280,252
sakatle01,"Sakata, Lenn",N,1977,1987,11,2B,0,564,1289,163,296,46,4,25,109,30,17,97,158,5,8,22,7,33,50,127,230,330,286
salazlu01,"Salazar, Luis",N,1980,1992,13,3B,0,1302,4101,438,1070,144,33,94,455,117,51,179,653,37,15,55,25,78,177,296,261,381,293
salmoti01,"Salmon, Tim",N,1992,2006,14,OF,0,1672,5934,986,1674,339,24,299,1016,48,42,970,1360,45,67,0,68,98,363,1018,282,498,385
samueju01,"Samuel, Juan",N,1983,1998,16,2B,0.19,1720,6081,873,1578,287,102,161,703,396,143,440,1442,38,74,27,42,81,389,836,259,420,315
sanchre01,"Sanchez, Rey",N,1991,2005,15,SS,0,1490,4850,549,1317,193,32,15,389,55,32,229,508,29,40,93,34,136,225,284,272,334,308
sandbry01,"Sandberg, Ryne",Y,1981,1997,16,2B,0.62,2164,8385,1318,2386,403,76,282,1061,344,107,761,1260,59,34,31,71,139,479,1105,285,452,344
sandere02,"Sanders, Reggie",N,1991,2007,17,OF,0.06,1777,6241,1037,1666,341,60,305,983,304,115,674,1614,49,71,14,43,121,401,978,267,487,343
sanguma01,"Sanguillen, Manny",N,1967,1980,13,C,0.23,1448,5062,566,1500,205,57,65,585,35,38,223,331,96,23,28,44,144,262,258,296,398,326
santibe01,"Santiago, Benito",N,1986,2005,20,C,0.25,1978,6951,755,1830,323,41,217,920,91,69,430,1270,52,38,26,70,205,364,521,263,415,307
santoro01,"Santo, Ron",Y,1960,1974,15,3B,0.6,2243,8143,1138,2254,365,67,342,1331,35,41,1108,1343,94,38,13,94,256,432,1143,277,464,362
satrito01,"Satriano, Tom",N,1961,1970,10,C,0,674,1623,130,365,53,5,21,157,7,8,214,225,27,6,14,8,49,58,221,225,303,316
sawatca01,"Sawatski, Carl",N,1948,1963,11,C,0,633,1449,133,351,46,5,58,213,2,0,191,251,38,6,2,13,31,51,193,242,401,330
saxst01,"Sax, Steve",N,1981,1994,14,2B,0.36,1769,6940,913,1949,278,47,54,550,444,178,556,584,47,24,75,37,146,325,1000,281,358,335
