ID,Name,HOF,FY,LY,SP,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP
fletcda01,"Fletcher, Darrin",N,1989,2002,14,C,0.07,1245,3902,377,1048,214,8,124,583,2,6,255,399,31,49,13,51,122,222,257,269,423,318
fletcsc01,"Fletcher, Scott",N,1981,1995,15,SS,0,1612,5258,688,1376,243,38,34,510,99,58,514,541,13,57,111,36,109,281,613,262,342,332
floodcu01,"Flood, Curt",N,1956,1971,15,OF,0.2,1759,6357,851,1861,271,44,85,636,88,73,444,609,22,52,72,33,117,315,532,293,389,342
flynndo01,"Flynn, Doug",N,1975,1985,11,2B,0,1309,3853,288,918,115,39,7,284,20,20,151,320,58,1,60,20,95,154,171,238,294,266
foileha01,"Foiles, Hank",N,1953,1964,11,C,0.09,608,1455,171,353,59,10,46,166,3,7,170,295,31,2,19,9,31,69,173,243,392,321
foleyto02,"Foley, Tom",N,1983,1995,13,SS,0,1108,2708,248,661,134,20,32,263,32,29,232,387,48,7,17,24,49,154,264,244,344,303
foliti01,"Foli, Tim",N,1970,1985,16,SS,0,1696,6047,576,1515,241,20,25,501,81,55,265,399,29,35,169,57,119,261,346,251,309,283
footeba01,"Foote, Barry",N,1973,1982,10,C,0,687,2127,191,489,103,10,57,230,10,6,136,287,29,10,10,17,73,113,146,230,368,277
fordda01,"Ford, Dan",N,1975,1985,11,OF,0,1153,4163,598,1123,214,38,121,566,61,37,303,722,19,47,31,38,121,252,364,270,427,324
fordybr01,"Fordyce, Brook",N,1995,2004,10,C,0,623,1807,172,467,103,4,41,188,8,6,119,295,6,17,19,11,37,107,127,258,388,309
fossera01,"Fosse, Ray",N,1967,1979,12,C,0.17,924,2957,299,758,117,13,61,324,15,19,203,363,35,18,28,20,82,130,218,256,367,306
fostege01,"Foster, George",N,1969,1986,18,OF,0.28,1977,7023,986,1925,307,47,348,1239,51,31,666,1419,106,52,3,68,196,354,717,274,480,338
foxne01,"Fox, Nellie",Y,1947,1965,19,2B,0.63,2367,9232,1279,2663,355,112,35,790,76,80,719,216,24,142,208,48,175,467,795,288,363,348
francju01,"Franco, Julio",N,1982,2007,23,SS,0.13,2527,8677,1285,2586,407,54,173,1194,281,107,917,1341,67,38,19,80,312,461,1198,298,417,365
francte01,"Francona, Terry",N,1981,1990,10,1B,0,708,1731,163,474,74,6,16,143,12,12,65,119,15,5,15,10,30,80,77,274,351,300
francti01,"Francona, Tito",N,1956,1970,15,OF,0.07,1719,5121,650,1395,224,34,125,656,46,21,544,694,59,32,38,41,103,258,590,272,403,343
freehbi01,"Freehan, Bill",N,1961,1976,15,C,0.73,1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,276,650,262,412,340
freesge02,"Freese, Gene",N,1955,1966,12,3B,0,1115,3446,429,877,161,28,115,432,51,26,243,535,28,20,48,27,75,189,294,254,418,305
fregoji01,"Fregosi, Jim",N,1961,1978,18,SS,0.33,1902,6523,844,1726,264,78,151,706,76,40,715,1097,48,32,79,53,125,342,791,265,398,338
frymatr01,"Fryman, Travis",N,1990,2002,13,3B,0.38,1698,6481,895,1776,345,40,223,1022,72,38,602,1369,19,41,15,78,154,385,674,274,443,336
fuentti01,"Fuentes, Tito",N,1965,1978,13,2B,0,1499,5566,610,1491,211,46,45,438,80,47,298,561,23,33,133,43,107,257,378,268,347,307
gaettga01,"Gaetti, Gary",N,1981,2000,20,3B,0.1,2507,8951,1130,2280,443,39,360,1341,96,65,634,1602,57,96,32,104,236,482,730,255,434,308
gagliph01,"Gagliano, Phil",N,1963,1974,12,2B,0,702,1411,150,336,50,7,14,159,5,4,163,184,7,4,12,15,35,57,168,238,313,316
gagnegr01,"Gagne, Greg",N,1983,1997,15,SS,0,1798,5673,712,1440,296,50,111,604,108,96,367,1121,20,40,89,38,111,346,475,254,382,302
galaran01,"Galarraga, Andres",N,1985,2004,19,1B,0.26,2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,106,178,1,58,179,476,711,288,499,347
gallemi01,"Gallego, Mike",N,1985,1997,13,2B,0,1111,2931,374,700,111,12,42,282,24,31,326,465,5,32,69,21,72,123,350,239,328,320
gamblos01,"Gamble, Oscar",N,1969,1985,17,OF,0,1584,4502,656,1195,188,31,200,666,47,37,610,546,62,43,12,30,64,219,657,265,454,356
gantnji01,"Gantner, Jim",N,1976,1992,17,2B,0,1801,6189,726,1696,262,38,47,568,137,78,383,501,40,52,106,52,135,300,520,274,351,319
gantro01,"Gant, Ron",N,1987,2003,16,OF,0.12,1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,38,32,12,57,98,352,1013,256,468,336
garcica01,"Garcia, Carlos",N,1990,1999,10,2B,0.1,610,2178,274,580,102,17,33,197,73,33,115,340,12,22,27,17,33,119,188,266,374,307
garcida01,"Garcia, Damaso",N,1978,1989,11,2B,0.18,1032,3914,490,1108,183,27,36,323,203,90,130,322,11,27,29,24,81,210,333,283,371,309
garcika01,"Garcia, Karim",N,1995,2004,10,OF,0,488,1463,180,352,44,13,66,212,10,13,81,330,6,2,0,14,31,57,91,241,424,279
garciki01,"Garcia, Kiko",N,1976,1985,10,SS,0,619,1470,162,351,56,16,12,112,34,22,95,285,7,4,20,6,48,72,129,239,323,286
gardnbi02,"Gardner, Billy",N,1954,1963,10,2B,0,1034,3544,356,841,159,18,41,271,19,22,246,439,18,33,54,12,83,177,265,237,327,292
garneph01,"Garner, Phil",N,1973,1988,16,2B,0.19,1860,6136,780,1594,299,82,109,738,225,105,564,842,74,34,67,59,131,381,789,260,389,323
garrewa01,"Garrett, Wayne",N,1969,1978,10,3B,0,1092,3285,438,786,107,22,61,340,38,30,561,529,50,12,32,23,50,129,599,239,341,350
garrra01,"Garr, Ralph",N,1968,1980,13,OF,0.08,1317,5108,717,1562,212,64,75,408,172,83,246,445,46,19,62,21,72,276,418,306,416,339
garvest01,"Garvey, Steve",N,1969,1987,19,1B,0.53,2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,483,562,294,446,329
gastoci01,"Gaston, Cito",N,1967,1978,11,OF,0.09,1026,3120,314,799,106,30,91,387,13,7,185,693,14,9,10,15,85,136,198,256,397,298
gedmari01,"Gedman, Rich",N,1980,1992,13,C,0.15,1033,3159,331,795,176,12,88,382,3,4,236,509,53,16,29,28,80,188,239,252,399,304
geigega01,"Geiger, Gary",N,1958,1970,12,OF,0,954,2569,388,633,91,29,77,283,62,29,341,466,13,17,27,14,34,120,403,246,394,337
gernedi01,"Gernert, Dick",N,1952,1962,11,1B,0,835,2493,357,632,104,8,103,402,10,11,363,462,12,17,10,13,67,112,373,254,426,351
geronce01,"Geronimo, Cesar",N,1969,1983,15,OF,0,1522,3780,460,977,161,50,51,392,82,40,354,746,83,31,39,25,68,211,436,258,368,325
gibbsja01,"Gibbs, Jake",N,1962,1971,10,C,0,538,1639,157,382,53,8,25,146,28,22,120,231,19,15,9,12,32,61,148,233,321,289
gibsoki01,"Gibson, Kirk",N,1979,1995,17,OF,0,1635,5798,985,1553,260,54,255,870,284,78,718,1285,72,61,23,56,72,314,1002,268,463,352
gilkebe01,"Gilkey, Bernard",N,1990,2001,12,OF,0,1239,4061,606,1115,244,24,118,546,115,71,466,708,21,42,9,48,116,268,581,275,434,352
gilliji01,"Gilliam, Jim",N,1953,1966,14,2B,0.14,1956,7119,1163,1889,304,71,65,558,203,111,1036,416,30,33,98,35,90,375,1239,265,355,360
ginsbjo01,"Ginsberg, Joe",N,1948,1962,13,C,0,695,1716,168,414,59,8,20,182,7,5,226,135,9,14,17,13,46,67,233,241,320,332
girarjo01,"Girardi, Joe",N,1989,2003,15,C,0.07,1277,4127,454,1100,186,26,36,422,44,31,279,607,34,25,81,23,137,212,323,267,350,315
gladdda01,"Gladden, Dan",N,1983,1993,11,OF,0,1197,4501,663,1215,203,40,74,446,222,93,337,625,18,42,49,33,98,243,559,270,382,324
gomezch02,"Gomez, Chris",N,1993,2008,16,SS,0,1515,4604,517,1206,234,18,60,487,35,33,408,750,17,41,58,32,134,252,443,262,360,325
gonzaal01,"Gonzalez, Alex",N,1994,2006,13,SS,0,1396,4977,623,1209,274,27,137,536,97,48,392,1165,12,45,82,32,128,301,489,243,391,302
gonzalu01,"Gonzalez, Luis",N,1990,2008,19,OF,0.26,2591,9157,1412,2591,596,68,354,1439,128,87,1155,1218,150,111,10,98,212,664,1283,283,479,367
gonzare01,"Gonzales, Rene",N,1984,1997,13,3B,0,705,1539,185,368,59,4,19,136,23,16,161,230,3,13,33,10,54,63,184,239,320,315
gonzato01,"Gonzalez, Tony",N,1960,1971,12,OF,0,1559,5195,690,1485,238,57,103,615,79,61,467,706,63,71,20,40,124,295,546,286,413,350
goodmbi01,"Goodman, Billy",N,1947,1962,16,2B,0.12,1623,5644,807,1691,299,44,19,591,37,30,669,329,7,29,89,15,121,343,706,300,378,376
goodwto01,"Goodwin, Tom",N,1991,2004,14,OF,0,1288,3846,636,1029,125,39,24,284,369,118,365,660,3,13,73,18,44,164,734,268,339,332
gosgeji01,"Gosger, Jim",N,1963,1974,10,OF,0,705,1815,197,411,67,16,30,177,25,18,217,316,25,6,17,11,29,83,242,226,331,309
gotayju01,"Gotay, Julio",N,1960,1969,10,SS,0,389,988,106,257,38,3,6,70,12,7,61,127,11,9,9,1,33,41,73,260,323,309
gracema01,"Grace, Mark",N,1988,2003,16,1B,0.19,2245,8065,1179,2445,511,45,173,1146,70,48,1075,642,115,34,17,99,191,556,1145,303,442,383
grammal01,"Grammas, Alex",N,1954,1963,10,SS,0,913,2073,236,512,90,10,12,163,17,14,206,192,22,15,41,13,56,100,223,247,317,318
grebecr01,"Grebeck, Craig",N,1990,2001,12,2B,0,752,1988,239,518,116,8,19,187,4,11,228,274,2,19,49,14,49,124,232,261,356,340
greendi01,"Green, Dick",N,1963,1974,12,2B,0,1288,4007,427,960,145,23,80,422,26,20,345,785,34,32,56,22,99,168,371,240,347,303
greenle01,"Green, Lenny",N,1957,1968,12,OF,0,1136,2956,461,788,138,27,47,253,78,41,368,260,12,29,25,20,43,165,446,267,379,351
greenmi01,"Greenwell, Mike",N,1985,1996,12,OF,0.17,1269,4623,657,1400,275,38,130,726,80,43,460,364,79,39,3,41,136,313,540,303,463,368
greensh01,"Green, Shawn",N,1993,2007,15,OF,0.13,1951,7082,1129,2003,445,35,328,1070,162,52,744,1315,80,80,3,53,174,480,906,283,494,355
greento02,"Greene, Todd",N,1996,2006,11,C,0,536,1573,181,397,82,3,71,217,5,4,67,332,8,10,1,6,40,85,72,252,444,286
grichbo01,"Grich, Bobby",N,1970,1986,17,2B,0.35,2008,6890,1033,1833,320,47,224,864,104,83,1087,1278,50,86,107,50,157,367,1191,266,424,371
griffal01,"Griffin, Alfredo",N,1976,1993,18,SS,0.06,1962,6780,759,1688,245,78,24,527,192,134,338,664,37,25,136,51,86,323,530,249,319,285
griffke01,"Griffey, Ken",N,1973,1991,19,OF,0.16,2097,7229,1129,2143,364,77,152,859,200,83,719,898,51,14,31,55,106,441,919,296,431,359
grissma02,"Grissom, Marquis",N,1989,2005,17,OF,0.12,2165,8275,1187,2251,386,56,227,967,429,116,553,1240,44,31,38,62,171,442,982,272,415,318
groatdi01,"Groat, Dick",N,1952,1967,14,SS,0.36,1929,7484,829,2138,352,67,39,707,14,27,490,512,39,31,122,52,220,419,504,286,366,330
grossgr01,"Gross, Greg",N,1973,1989,17,OF,0,1809,3745,449,1073,130,46,7,308,39,44,523,250,51,8,40,39,90,176,562,287,351,372
grosswa01,"Gross, Wayne",N,1976,1986,11,3B,0.09,1106,3125,373,727,126,9,121,396,24,22,482,496,34,20,29,24,45,135,506,233,395,337
groteje01,"Grote, Jerry",N,1963,1981,16,C,0.12,1421,4339,352,1092,160,22,39,404,15,23,399,600,77,26,47,33,131,182,414,252,326,316
grubbjo01,"Grubb, Johnny",N,1972,1987,16,OF,0.06,1424,4154,553,1153,207,29,99,475,27,33,566,558,41,36,32,35,74,236,593,278,413,366
grubeke01,"Gruber, Kelly",N,1984,1993,10,3B,0.2,939,3159,431,818,148,24,117,443,80,33,197,504,13,36,15,35,86,172,277,259,432,307
guerrpe01,"Guerrero, Pedro",N,1978,1992,15,1B,0.33,1536,5392,730,1618,267,29,215,898,97,47,609,862,115,32,9,73,122,296,706,300,480,370
guilloz01,"Guillen, Ozzie",N,1985,2000,16,SS,0.19,1993,6686,773,1764,275,69,28,619,169,108,239,511,25,7,141,60,114,344,408,264,338,287
gutieri01,"Gutierrez, Ricky",N,1993,2004,12,SS,0,1119,3632,471,967,141,25,38,357,50,30,364,586,20,48,51,31,112,166,414,266,350,338
gwynnch01,"Gwynn, Chris",N,1987,1996,10,OF,0,599,1007,119,263,36,11,17,118,2,4,71,171,9,3,7,12,24,47,73,261,369,308
gwynnto01,"Gwynn, Tony",Y,1982,2001,20,OF,0.75,2440,9288,1383,3141,543,85,135,1138,319,125,790,434,203,24,45,85,260,628,1109,338,459,388
hairsje01,"Hairston, Jerry",N,1973,1989,14,OF,0,859,1699,216,438,91,6,30,205,4,5,282,240,18,8,13,21,35,97,286,258,371,362
halleto01,"Haller, Tom",N,1961,1972,12,C,0.25,1294,3935,461,1011,153,31,134,504,14,30,477,593,96,35,35,37,60,184,491,257,414,340
hallme01,"Hall, Mel",N,1981,1996,13,OF,0,1276,4237,568,1171,229,25,134,620,31,22,267,575,57,16,4,51,69,254,298,276,437,318
hamilda02,"Hamilton, Darryl",N,1988,2001,13,OF,0,1328,4577,707,1333,204,37,51,454,163,73,493,494,20,17,58,31,82,241,656,291,385,360
hammoje01,"Hammonds, Jeffrey",N,1993,2005,13,OF,0.08,957,3032,475,824,172,17,110,423,67,30,292,596,11,30,18,32,59,189,359,272,449,338
hamnegr01,"Hamner, Granny",N,1944,1962,17,SS,0.18,1531,5839,711,1529,272,62,104,708,35,14,351,432,10,6,71,24,173,334,386,262,383,303
haneyla01,"Haney, Larry",N,1966,1978,12,C,0,480,919,68,198,30,1,12,73,3,2,44,175,1,3,13,5,24,31,47,215,289,252
hanseda01,"Hansen, Dave",N,1990,2005,15,3B,0,1230,1793,187,466,79,6,35,222,5,7,283,332,27,6,4,14,40,85,288,260,369,360
hansero02,"Hansen, Ron",N,1958,1972,15,SS,0.07,1384,4311,446,1007,156,17,106,501,9,14,551,643,49,19,39,41,141,173,560,234,351,320
hargrmi01,"Hargrove, Mike",N,1974,1985,12,1B,0.08,1666,5564,783,1614,266,28,80,686,24,37,965,550,75,53,44,67,154,294,989,290,391,396
harmote01,"Harmon, Terry",N,1967,1977,10,2B,0,547,1125,164,262,31,12,4,72,17,11,117,175,5,13,16,5,14,43,134,233,292,311
harpebr01,"Harper, Brian",N,1979,1995,16,C,0,1001,3151,339,931,186,7,63,428,8,17,133,188,27,44,15,43,107,193,141,295,419,329
harpeto01,"Harper, Tommy",N,1962,1976,15,OF,0.07,1810,6269,972,1609,256,36,146,567,408,116,753,1080,30,35,76,31,87,292,1161,257,379,338
harrato01,"Harrah, Toby",N,1969,1986,17,3B,0.24,2155,7402,1115,1954,307,40,195,918,238,94,1153,868,51,63,76,72,155,347,1391,264,395,365
harrebu01,"Harrelson, Bud",N,1965,1980,16,SS,0.12,1533,4744,539,1120,136,45,7,267,127,60,633,653,31,22,94,23,53,181,760,236,288,327
harrile01,"Harris, Lenny",N,1988,2005,18,3B,0,1903,3924,460,1055,161,21,37,369,131,54,279,337,26,17,44,25,112,182,410,269,349,318
hartji01,"Hart, Jim Ray",N,1963,1974,12,3B,0.08,1125,3783,518,1052,148,29,170,578,17,17,380,573,49,28,8,37,122,177,397,278,467,345
haselbi01,"Haselman, Bill",N,1990,2003,13,C,0,589,1606,185,416,94,3,47,210,9,9,114,300,7,11,6,10,51,97,123,259,409,311
hassero01,"Hassey, Ron",N,1978,1991,14,C,0,1192,3440,348,914,172,7,71,438,14,10,385,378,31,21,22,38,110,179,399,266,382,340
hatchbi01,"Hatcher, Billy",N,1984,1995,12,OF,0,1233,4339,586,1146,210,30,54,399,218,87,267,476,23,55,53,38,76,240,485,264,364,312
hatchmi01,"Hatcher, Mickey",N,1979,1990,12,OF,0,1130,3377,348,946,172,20,38,375,11,15,164,246,21,13,20,33,106,192,175,280,377,313
hattesc01,"Hatteberg, Scott",N,1995,2008,14,1B,0,1314,4226,538,1153,249,7,106,527,3,8,562,503,27,42,15,31,117,256,565,273,410,361
hayesch01,"Hayes, Charlie",N,1988,2001,14,3B,0,1547,5262,580,1379,251,16,144,740,47,31,420,918,30,21,12,50,155,267,467,262,398,316
hayesvo01,"Hayes, Von",N,1981,1992,12,OF,0.08,1495,5249,767,1402,282,36,143,696,253,97,712,804,82,22,19,50,100,318,965,267,416,354
heathmi02,"Heath, Mike",N,1978,1991,14,C,0,1325,4212,462,1061,173,27,86,469,54,40,278,616,24,22,41,32,121,200,332,252,367,300
hebneri01,"Hebner, Richie",N,1968,1985,18,3B,0,1908,6144,865,1694,273,57,203,890,38,40,687,741,95,74,44,67,105,330,725,276,438,352
heepda01,"Heep, Danny",N,1979,1991,13,OF,0,883,1961,208,503,96,6,30,229,12,14,220,242,25,9,4,28,60,102,232,257,357,330
heganmi01,"Hegan, Mike",N,1964,1977,12,1B,0.08,966,2080,281,504,73,18,53,229,28,21,311,489,19,7,31,15,29,91,339,242,371,341
heisebo01,"Heise, Bob",N,1967,1977,11,SS,0,499,1144,104,283,43,3,1,86,3,7,47,77,3,6,30,5,27,46,50,247,293,280
heldwo01,"Held, Woodie",N,1954,1969,14,SS,0,1390,4019,524,963,150,22,179,559,14,11,508,944,45,56,34,28,92,172,522,240,421,331
helmsto01,"Helms, Tommy",N,1964,1977,14,2B,0.14,1435,4997,414,1342,223,21,34,477,33,40,231,301,60,15,48,42,126,244,264,269,342,300
hendeda01,"Henderson, Dave",N,1981,1994,14,OF,0.07,1538,5130,710,1324,286,17,197,708,50,38,465,1105,19,22,19,41,83,303,515,258,436,320
hendeke01,"Henderson, Ken",N,1965,1980,16,OF,0,1444,4553,595,1168,216,26,122,576,86,42,589,763,77,30,19,36,122,242,675,257,396,343
henderi01,"Henderson, Rickey",Y,1979,2003,25,OF,0.4,3081,10961,2295,3055,510,66,297,1115,1406,335,2190,1694,61,98,30,67,172,576,3596,279,419,401
hendest01,"Henderson, Steve",N,1977,1988,12,OF,0,1085,3484,459,976,162,49,68,428,79,58,386,677,32,13,11,22,108,211,465,280,413,352
hendrel01,"Hendricks, Elrod",N,1968,1979,12,C,0,711,1888,205,415,66,7,62,230,1,5,229,319,40,12,8,18,30,73,230,220,361,306
hendrge01,"Hendrick, George",N,1971,1988,18,OF,0.22,2048,7129,941,1980,343,27,267,1111,59,47,567,1013,77,22,21,86,211,370,626,278,446,329
hernaca01,"Hernandez, Carlos",N,1990,2000,10,C,0,488,1244,102,315,51,1,24,141,5,8,63,196,4,19,3,8,43,52,68,253,354,298
hernajo01,"Hernandez, Jose",N,1991,2006,15,SS,0.07,1587,4618,623,1166,193,33,168,603,41,38,384,1391,40,24,39,24,125,226,425,252,418,312
hernake01,"Hernandez, Keith",N,1974,1990,17,1B,0.29,2088,7370,1124,2182,426,60,162,1071,98,63,1070,1012,130,32,10,71,161,486,1168,296,436,384
herndla01,"Herndon, Larry",N,1974,1988,14,OF,0,1537,4877,605,1334,186,76,107,550,92,57,353,793,24,16,32,38,125,262,445,274,409,322
herrmed01,"Herrmann, Ed",N,1967,1978,11,C,0.09,922,2729,247,654,92,4,80,320,6,8,260,361,55,29,15,24,76,96,266,240,364,310
herrto01,"Herr, Tom",N,1979,1991,13,2B,0.08,1514,5349,676,1450,254,41,28,574,188,64,627,584,47,22,60,53,100,295,815,271,350,347
hershmi01,"Hershberger, Mike",N,1961,1971,11,OF,0,1150,3572,398,900,150,22,26,344,74,36,319,311,19,31,33,28,100,172,393,252,328,316
hickmji02,"Hickman, Jim",N,1962,1974,13,OF,0.08,1421,3974,518,1002,163,25,159,560,17,19,491,832,36,16,25,29,99,188,508,252,426,335
higgibo02,"Higginson, Bobby",N,1995,2005,11,OF,0,1362,4910,736,1336,270,33,187,709,91,53,649,796,36,37,12,52,83,303,740,272,455,358
hillgl01,"Hill, Glenallen",N,1989,2001,13,OF,0,1162,3715,528,1005,187,21,186,586,96,38,270,845,13,20,2,26,89,208,366,271,482,321
hillma01,"Hill, Marc",N,1973,1986,14,C,0,737,1809,146,404,62,3,34,198,1,7,185,243,29,6,31,16,67,65,186,223,317,295
hintoch01,"Hinton, Chuck",N,1961,1971,11,OF,0.09,1353,3968,518,1048,152,47,113,443,130,50,416,685,27,7,28,36,91,199,546,264,412,332
hislela01,"Hisle, Larry",N,1968,1982,14,OF,0.14,1197,4205,652,1146,193,32,166,674,128,61,462,941,37,39,32,42,95,225,590,273,452,347
hoakdo01,"Hoak, Don",N,1954,1964,11,3B,0.09,1263,4322,598,1144,214,44,89,498,64,47,523,530,36,22,45,33,122,258,587,265,396,345
hockide01,"Hocking, Denny",N,1993,2005,13,2B,0,954,2358,294,591,112,17,25,226,36,27,205,442,5,7,38,24,43,129,241,251,344,310
hodgegi01,"Hodges, Gil",N,1943,1963,18,1B,0.44,2071,7030,1105,1921,295,48,370,1274,63,31,943,1137,31,25,56,50,165,343,1006,273,487,359
hodgero01,"Hodges, Ron",N,1973,1984,12,C,0,666,1426,119,342,56,2,19,147,10,13,224,217,26,4,14,15,34,58,234,240,322,342
hoilech01,"Hoiles, Chris",N,1989,1998,10,C,0,894,2820,415,739,122,2,151,449,5,7,435,616,17,44,11,28,65,124,440,262,467,366
hollato01,"Hollandsworth, Todd",N,1995,2006,12,OF,0,1118,3191,451,871,192,22,98,401,75,43,262,701,24,9,14,16,44,214,337,273,439,328
hollida01,"Hollins, Dave",N,1990,2002,12,3B,0.08,983,3346,578,870,166,17,112,482,47,27,464,687,28,66,5,30,66,183,511,260,420,358
hornebo01,"Horner, Bob",N,1978,1988,10,3B,0.1,1020,3777,560,1047,169,8,218,685,14,18,369,512,39,16,1,50,111,177,383,277,499,340
hortowi01,"Horton, Willie",N,1963,1980,18,OF,0.22,2028,7298,873,1993,284,40,325,1163,20,38,620,1313,95,58,17,59,195,324,640,273,457,332
housefr03,"House, Frank",N,1950,1961,10,C,0,653,1994,202,494,64,11,47,235,6,7,151,147,25,11,13,18,63,75,157,248,362,302
howarel01,"Howard, Elston",N,1955,1968,14,C,0.64,1605,5363,619,1471,218,50,167,762,9,14,373,786,82,26,29,52,157,268,382,274,427,322
howarfr01,"Howard, Frank",N,1958,1973,16,OF,0.25,1895,6488,864,1774,245,35,382,1119,8,9,782,1460,135,33,7,43,219,280,790,273,499,352
howarth01,"Howard, Thomas",N,1990,2000,11,OF,0,1015,2483,297,655,123,22,44,264,66,41,165,432,10,11,21,16,39,145,231,264,384,311
howear01,"Howe, Art",N,1974,1985,11,3B,0,891,2626,268,682,139,23,43,293,10,10,275,287,47,9,16,25,70,162,285,260,379,329
howelja02,"Howell, Jack",N,1985,1999,11,3B,0,941,2639,345,632,129,16,108,337,14,15,300,626,31,12,18,13,39,145,314,239,423,318
howelro02,"Howell, Roy",N,1974,1984,11,3B,0.09,1112,3791,422,991,183,31,80,454,9,14,318,675,38,23,25,24,86,214,327,261,389,321
hrbekke01,"Hrbek, Kent",N,1981,1994,14,1B,0.07,1747,6192,903,1749,312,18,293,1086,37,26,838,798,110,26,15,66,165,330,875,282,481,367
hubbagl01,"Hubbard, Glenn",N,1978,1989,12,2B,0.08,1354,4441,545,1084,214,22,70,448,35,35,539,640,53,33,70,39,83,236,574,244,349,328
hubbatr01,"Hubbard, Trent",N,1994,2003,10,OF,0,476,762,124,196,33,7,16,72,33,17,83,166,1,6,8,5,19,40,116,257,382,333
hudlere01,"Hudler, Rex",N,1984,1998,13,2B,0,774,1767,261,461,96,10,56,169,107,43,77,325,12,14,20,10,27,106,184,261,422,296
huletti01,"Hulett, Tim",N,1983,1995,12,3B,0,720,2128,245,529,90,13,48,220,14,11,145,438,4,10,20,13,47,103,159,249,371,298
hundlra01,"Hundley, Randy",N,1964,1977,14,C,0.07,1061,3442,311,813,118,13,82,381,12,17,271,565,41,13,44,27,92,131,283,236,350,292
hundlto01,"Hundley, Todd",N,1990,2003,14,C,0.14,1225,3769,495,883,167,7,202,599,14,11,453,988,63,34,18,31,71,174,467,234,443,320
huntebr02,"Hunter, Brian",N,1994,2003,10,OF,0,1000,3347,500,882,146,28,25,241,260,61,243,581,1,13,27,29,46,174,503,264,346,313
huntro01,"Hunt, Ron",N,1963,1974,12,2B,0.17,1483,5235,745,1429,223,23,39,370,65,55,555,382,22,243,103,22,100,246,620,273,347,368
hurdlcl01,"Hurdle, Clint",N,1977,1987,10,OF,0,515,1391,162,360,81,12,32,193,1,6,176,261,18,7,5,17,28,93,177,259,403,341
husonje01,"Huson, Jeff",N,1988,2000,12,SS,0,827,1879,242,439,65,13,8,150,64,21,191,228,9,6,34,16,55,78,255,234,295,304
huttoto01,"Hutton, Tom",N,1966,1981,12,1B,0,952,1655,196,410,63,7,22,186,15,21,234,140,24,0,20,10,50,70,249,248,334,339
incavpe01,"Incaviglia, Pete",N,1986,1998,12,OF,0,1284,4233,546,1043,194,21,206,655,33,26,360,1277,21,45,1,38,85,215,393,246,448,310
iorgda01,"Iorg, Dane",N,1977,1986,10,OF,0,743,1647,149,455,103,11,14,216,5,7,107,180,15,2,2,24,54,114,112,276,378,317
iviemi01,"Ivie, Mike",N,1971,1983,11,1B,0,857,2694,309,724,133,17,81,411,22,16,214,402,34,17,10,27,61,150,236,269,421,324
jacksda03,"Jackson, Darrin",N,1985,1999,12,OF,0,960,2629,311,676,114,15,80,317,43,17,131,480,16,11,27,18,60,129,174,257,403,293
jacksda04,"Jackson, Damian",N,1996,2006,11,2B,0,827,2209,332,536,121,17,32,198,133,39,245,517,11,24,17,14,28,138,378,243,356,323
jacksre01,"Jackson, Reggie",Y,1967,1987,21,OF,0.67,2820,9864,1551,2584,463,49,563,1702,228,115,1375,2597,164,96,13,68,183,512,1603,262,490,356
jacksro02,"Jackson, Ron",N,1975,1984,10,1B,0,926,2986,356,774,165,22,56,342,23,27,213,329,17,35,31,20,73,187,236,259,385,314
jacksso01,"Jackson, Sonny",N,1963,1974,12,SS,0,936,3055,396,767,81,28,7,162,126,51,250,265,11,11,57,17,52,109,376,251,303,308
jacobbr01,"Jacoby, Brook",N,1981,1992,11,3B,0.18,1311,4520,535,1220,204,24,120,545,16,25,439,764,26,16,10,42,138,228,455,270,405,334
jahajo01,"Jaha, John",N,1992,2001,10,1B,0.1,826,2775,470,730,126,5,141,490,36,17,430,686,15,50,6,24,71,131,466,263,465,369
jamesch02,"James, Chris",N,1986,1995,10,OF,0,946,3040,343,794,145,24,90,386,27,17,193,490,14,21,15,25,69,169,220,261,413,307
jamesdi01,"James, Dion",N,1983,1996,11,OF,0,917,2708,362,781,142,21,32,266,43,38,318,307,20,11,22,15,56,163,361,288,392,364
javieju01,"Javier, Julian",N,1960,1972,13,2B,0.15,1622,5722,722,1469,216,55,78,506,135,63,314,812,39,21,90,32,100,271,449,257,355,296
javiest01,"Javier, Stan",N,1984,2001,17,OF,0,1763,5047,781,1358,225,40,57,503,246,51,578,839,26,25,67,38,102,265,824,269,363,345
jeffegr01,"Jefferies, Gregg",N,1987,2000,14,1B,0.14,1465,5520,761,1593,300,27,126,663,196,63,472,348,59,24,4,52,156,327,668,289,421,344
jenkige01,"Jenkins, Geoff",N,1998,2008,11,OF,0.09,1349,4700,688,1293,303,22,221,733,32,14,418,1186,77,96,3,37,113,325,450,275,490,344
jenseja01,"Jensen, Jackie",N,1950,1961,11,OF,0.27,1438,5236,810,1463,259,45,199,929,143,55,750,546,28,23,18,52,185,304,893,279,460,369
